,Constrs,Vars,NZs,presol_time,pConstrs,pVars,pNZs,CVars,IVars,BVars,pCVars,pIVars,pBVars,solved_with,obj_upper_bound,obj_lower_bound,gap,matrix_range_lower,matrix_range_upper,obj_range_lower,obj_range_upper,bounds_range_lower,bounds_range_upper,N,L,T,pot_circuits,formulation,target_gap,threads,walltime,region,co2limit,new_circuits,rel_exp_volume,abs_exp_volume,peak_mem,loading 0,candidates 0,building 0,solving 0,exporting 0
elec_s_1000_t1_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,3508,2173,9184,0.02,2249,1680,7525,1725,448,448,1232,448,448,barrier,19521740277.56,19343590630.14,0.009126,0.004,100000.0,1.0,40000000.0,0.3,1000000.0,141,672,1,2.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,1.0,0.003352810420791851,0.12823138453235644,424.101562,0.7933011054992676,4.622241020202637,7.9558584690093985,1.6826248168945312,2.4746856689453125
elec_s_1000_t1_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,1908,1088,4940,0.01,1289,882,4119,830,258,258,624,258,258,dual simplex,12746418547.95,12621375148.72,0.00981,0.09,200000.0,1.0,40000000.0,1.0,1000000.0,75,386,1,2.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,55.0,0.43141146755057486,11.401308240527563,467.898438,0.6814823150634766,2.4150614738464355,4.652233123779297,3.5383379459381104,1.2830703258514404
elec_s_1000_t1_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,3066,1831,7843,0.02,1991,1356,6404,1437,394,394,962,394,394,barrier,16456605318.35,16310030124.45,0.008907,0.01,300000.0,1.0,40000000.0,1.0,1000000.0,123,591,1,2.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,55.0,0.19969057565828296,8.985941303542607,423.0625,0.6490712165832521,4.021517992019653,6.554899454116821,2.6274302005767822,2.14297866821289
elec_s_1000_t1_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,2361,1380,6145,0.02,1572,1099,5120,1066,314,314,785,314,314,dual simplex,13622044419.85,13494531592.54,0.009361000000000001,0.03,200000.0,1.0,40000000.0,0.8,1000000.0,92,471,1,2.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,9.0,0.03669406316281723,1.528816617848263,420.148438,0.6853234767913818,3.540086269378662,6.121048927307129,1.2275636196136477,1.6966984272003174
elec_s_1000_t1_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,2891,2091,7728,0.02,1360,1577,5681,1821,270,270,1307,270,270,barrier,28344756422.48,28204063099.48,0.004964,0.08,100000.0,1.0,40000000.0,0.04,1000000.0,185,540,1,1.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,55.0,0.11317252647413185,6.100085952598063,423.195312,0.6353812217712402,2.41392183303833,5.5098395347595215,1.738006353378296,2.2350084781646733
elec_s_1000_t1_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,2995,1987,7983,0.02,1532,1514,6094,1681,306,306,1208,306,306,barrier,26887148905.46,26756317422.34,0.004866,0.07,200000.0,1.0,40000000.0,1.0,1000000.0,184,612,1,1.0,kirchhoff,0.005,4,21600,FR-BE,40.0,52.0,0.11476638779088277,6.365389915416077,422.570312,0.6512618064880371,3.1538026332855225,7.2260050773620605,1.6836872100830078,1.953495502471924
elec_s_1000_t1_rES-PT_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,1814,1202,4831,0.01,895,911,3630,1024,178,178,733,178,178,barrier,11665445220.48,11665305603.75,1.1999999999999999e-05,0.04,200000.0,1.0,40000000.0,1.0,1000000.0,95,356,1,1.0,kirchhoff,0.005,4,21600,ES-PT,40.0,1.0,0.0026256909043430995,0.15374528445897656,419.898438,0.6860525608062744,1.649437665939331,4.2706332206726065,1.2689738273620603,1.6920855045318604
elec_s_1000_t1_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,1727,1231,4204,0.01,766,860,2870,1080,151,151,709,151,151,dual simplex,11900986523.8,11843764526.22,0.004808,0.08,100000.0,1.0,40000000.0,1.0,1000000.0,105,302,1,1.0,kirchhoff,0.005,4,21600,GB-IE,40.0,3.0,0.016729944093886322,0.4419334182614184,418.34375,0.7348670959472656,1.6832442283630369,5.005244016647339,1.6448967456817627,2.1589162349700928
elec_s_1000_t1_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,2388,1725,5966,0.01,1129,1232,4302,1501,224,224,1008,224,224,barrier,19426638252.61,19353358347.52,0.0037719999999999997,0.004,100000.0,1.0,40000000.0,0.3,1000000.0,141,448,1,1.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,9.0,0.032163159509106656,1.230110252942279,421.402344,0.7503385543823242,2.386269807815552,6.017567873001099,1.4432885646820068,2.2567074298858643
elec_s_1000_t1_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,1268,832,3142,0.01,649,617,2311,702,130,130,487,130,130,dual simplex,13028780670.49,12965579634.41,0.004850999999999999,0.09,200000.0,1.0,40000000.0,1.0,1000000.0,75,258,1,1.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,33.0,0.29387942841051923,7.7666223568004416,417.43359399999997,0.8072187900543213,1.399927854537964,4.418030261993408,1.5903031826019287,1.387727975845337
elec_s_1000_t1_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,2081,1437,5004,0.02,1006,922,3521,1240,197,197,725,197,197,barrier,16740457158.26,16657879516.76,0.004933,0.01,300000.0,1.0,40000000.0,1.0,1000000.0,123,394,1,1.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,30.0,0.10866492549659659,4.889848401945578,454.058594,0.8663625717163086,2.26556134223938,5.737195253372192,2.803506135940552,2.411249876022339
elec_s_1000_t1_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,1576,1066,3967,0.01,787,781,2932,909,157,157,624,157,157,barrier,13566878566.82,13512875574.52,0.003981,0.03,200000.0,1.0,40000000.0,0.8,1000000.0,92,314,1,1.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.046261711261720545,1.92744184892242,416.71875,0.6940872669219971,1.9850895404815676,4.871448516845703,1.0973901748657229,1.4029839038848877
elec_s_1000_t1_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,4241,2631,11312,0.04,2710,2119,9279,2091,540,540,1579,540,540,barrier,27464014572.57,27347319216.89,0.004249,0.08,100000.0,1.0,40000000.0,0.04,1000000.0,185,810,1,2.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,86.0,0.1667190446724396,8.986284340567197,468.234375,0.6790018081665039,5.666385173797607,11.119430780410767,6.746939182281494,2.9170720577239986
elec_s_1000_t1_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,4525,2599,11951,0.02,3062,2126,10072,1987,612,612,1514,612,612,barrier,26631370235.53,26499395102.64,0.0049559999999999995,0.07,200000.0,1.0,40000000.0,1.0,1000000.0,184,918,1,2.0,kirchhoff,0.005,4,21600,FR-BE,40.0,82.0,0.1828219648332186,10.140016721501896,473.191406,0.7366411685943604,6.845674991607666,11.532392024993895,5.759041786193848,2.548243761062622
elec_s_1000_t1_rES-PT_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,2704,1558,7173,0.03,1785,1268,5979,1202,356,356,912,356,356,barrier,11665445220.48,11665305603.75,1.1999999999999999e-05,0.04,200000.0,1.0,40000000.0,1.0,1000000.0,95,534,1,2.0,kirchhoff,0.005,4,21600,ES-PT,40.0,1.0,0.0026256909043430995,0.15374528445897656,422.058594,0.7010979652404785,3.5609045028686523,7.412966728210449,1.528735876083374,2.486513376235962
elec_s_1000_t1_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,2482,1533,6334,0.03,1521,1172,5014,1231,302,302,870,302,302,barrier,11808737527.1,11750278185.4,0.004951,0.08,100000.0,1.0,40000000.0,1.0,1000000.0,105,453,1,2.0,kirchhoff,0.005,4,21600,GB-IE,40.0,7.0,0.043643162370392535,1.1528652948179263,421.769531,0.5239601135253906,2.746791362762451,5.20748233795166,1.245555400848389,2.0866286754608154
elec_s_1000_t1_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,3508,2173,9076,0.03,2249,1680,7417,1725,448,448,1232,448,448,dual simplex,19382580504.18,19356561449.58,0.001342,0.004,100000.0,1.0,40000000.0,0.3,1000000.0,141,672,1,2.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,14.0,0.04869545467891071,1.8624034139200119,424.933594,0.6632766723632812,4.622649908065796,8.550487995147705,1.9573209285736084,2.5190629959106445
elec_s_1000_t1_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,1908,1088,4973,0.02,1289,882,4152,830,258,258,624,258,258,dual simplex,12728692909.33,12665396037.46,0.004973,0.09,200000.0,1.0,40000000.0,1.0,1000000.0,75,386,1,2.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,53.0,0.42142958713540857,11.137507892151207,498.0625,0.6918158531188965,2.7727081775665283,5.349346399307251,30.111517429351807,1.5931720733642578
elec_s_1000_t1_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,3066,1831,7850,0.03,1991,1356,6411,1437,394,394,962,394,394,dual simplex,16410242490.41,16332791982.6,0.004719999999999999,0.01,300000.0,1.0,40000000.0,1.0,1000000.0,123,591,1,2.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,59.0,0.20971371302716138,9.43697572906408,485.71875,0.6874449253082275,3.4596505165100098,5.9958364963531485,8.57725977897644,2.020397424697876
elec_s_1000_t1_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,2361,1380,6167,0.02,1572,1099,5142,1066,314,314,785,314,314,barrier,13568759085.17,13509425317.78,0.004373,0.03,200000.0,1.0,40000000.0,0.8,1000000.0,92,471,1,2.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.04458784263670511,1.8577020068486878,419.636719,0.7562291622161865,3.4019758701324463,6.261666774749756,1.695808172225952,1.6214830875396729
elec_s_1000_t5_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_angles,15377,8300,39735,0.11,9529,7632,32995,8030,270,270,7362,270,270,barrier,31415690882.85,31161390131.05,0.008095,0.007,400000.0,1.0,40000000.0,0.02,1000000.0,185,540,5,1.0,angles,0.01,4,21600,DE-NL-LU,40.0,56.0,0.11067052530052238,5.965226170917678,556.1054690000001,0.8154726028442383,3.0165414810180664,4.633321046829224,11.604763984680176,2.4343531131744385
elec_s_1000_t5_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_angles,15892,7927,41008,0.08,9706,6923,33585,7621,306,306,6617,306,306,barrier,32196850563.59,31875917969.14,0.009968,0.0003,80000.0,1.0,40000000.0,0.9,1000000.0,184,612,5,1.0,angles,0.01,4,21600,FR-BE,40.0,94.0,0.21075957140415896,11.689544963617163,587.9023440000001,0.6624057292938232,3.29226303100586,5.125731706619263,62.96850872039795,2.2373981475830083
elec_s_1000_t5_rES-PT_Co2L-1H_c1_g0.01_pGTEP_angles,9547,4641,24747,0.04,5906,4195,20536,4463,178,178,4017,178,178,barrier,16336077086.37,16199142448.28,0.008381999999999999,0.0005,100000.0,1.0,40000000.0,1.0,1000000.0,95,356,5,1.0,angles,0.01,4,21600,ES-PT,40.0,22.0,0.05413345709489739,3.16974238895991,436.363281,0.6334984302520752,1.9153990745544436,3.432004690170288,3.5791592597961426,1.9723947048187256
elec_s_1000_t5_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_angles,9162,4740,22973,0.03,5595,4338,18910,4589,151,151,4187,151,151,barrier,17341881197.32,17295700093.98,0.002663,0.0004,200000.0,1.0,40000000.0,1.0,1000000.0,105,302,5,1.0,angles,0.01,4,21600,GB-IE,40.0,6.0,0.026281903964543326,0.6942552582535771,436.609375,0.634920597076416,1.404195785522461,2.607218742370605,2.7299840450286865,1.9947211742401123
elec_s_1000_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_angles,12647,6798,32426,0.06,7492,5888,26248,6574,224,224,5664,224,224,barrier,30010050477.83,29730727433.26,0.009308,0.002,100000.0,1.0,40000000.0,0.2,1000000.0,141,448,5,1.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,55.0,0.2226580735590942,8.515767212106999,546.5976559999999,0.7345945835113525,2.226824760437012,4.234229326248169,11.521281242370605,2.618030071258545
elec_s_1000_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_angles,6727,3287,17426,0.03,4221,2971,14535,3157,130,130,2841,130,130,barrier,14855287750.87,14736295774.9,0.00801,0.0001,500000.0,1.0,40000000.0,1.0,1000000.0,75,258,5,1.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,24.0,0.1824789726406447,4.822539897474762,432.285156,0.6654682159423828,1.4020326137542725,2.497503757476806,2.942778348922729,1.2398934364318848
elec_s_1000_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_angles,11022,5612,28161,0.04,6862,5132,23412,5415,197,197,4935,197,197,barrier,21231608311.98,21020071583.86,0.009963,0.005,50000.0,1.0,40000000.0,1.0,1000000.0,123,394,5,1.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,44.0,0.16023765578079607,7.210586502226717,567.8085940000001,0.5876877307891846,1.7655656337738037,2.9909656047821045,26.41246700286865,1.987999439239502
elec_s_1000_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_angles,8337,4210,21421,0.04,4918,3529,17219,4053,157,157,3372,157,157,barrier,18474631526.03,18392406569.79,0.004451,0.0001,40000.0,1.0,40000000.0,0.4,1000000.0,92,314,5,1.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,22.0,0.13354900606467154,5.564168210613413,433.246094,0.6625006198883057,1.7817139625549316,4.013756513595581,3.2988862991333012,1.6552705764770508
elec_s_1000_t5_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_angles,21047,9920,59175,0.12,15244,9297,52605,9380,540,540,8757,540,540,barrier,30893835529.72,30616555613.34,0.008975,0.007,400000.0,1.0,40000000.0,0.02,1000000.0,185,810,5,2.0,angles,0.01,4,21600,DE-NL-LU,40.0,78.0,0.16100832298505552,8.678472062890679,613.0390620000001,0.7019026279449463,5.707345247268678,5.878578186035156,23.37921786308289,2.7158539295196533
elec_s_1000_t5_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_angles,22318,9763,63040,0.12,16192,8821,55884,9151,612,612,8209,612,612,barrier,31567370139.4,31333515717.39,0.0074080000000000005,0.0003,80000.0,1.0,40000000.0,0.9,1000000.0,184,918,5,2.0,angles,0.01,4,21600,FR-BE,40.0,133.0,0.2925934400317941,16.22836937143053,676.9414059999999,0.6718156337738037,7.04494309425354,6.660465717315674,264.53030514717096,2.2489237785339355
elec_s_1000_t5_rES-PT_Co2L-1H_c2_g0.01_pGTEP_angles,13285,5709,37563,0.05,9659,5278,33372,5353,356,356,4922,356,356,barrier,16296016045.68,16152534191.35,0.008805,0.0005,100000.0,1.0,40000000.0,1.0,1000000.0,95,534,5,2.0,angles,0.01,4,21600,ES-PT,40.0,21.0,0.052679011358906985,3.0845784524736635,525.2929690000001,0.7161054611206055,3.0662617683410645,3.6164247989654537,9.652236938476562,2.1691701412200928
elec_s_1000_t5_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_angles,12333,5646,33845,0.06,8786,5264,29852,5344,302,302,4962,302,302,barrier,17358145164.78,17260167622.79,0.005644,0.0004,200000.0,1.0,40000000.0,1.0,1000000.0,105,453,5,2.0,angles,0.01,4,21600,GB-IE,40.0,6.0,0.03663773453472571,0.9678119167297541,442.789062,0.7487583160400391,2.905439853668213,3.236003160476685,3.4289438724517822,1.9544453620910645
elec_s_1000_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_angles,17351,8142,48554,0.13,12221,7260,42454,7694,448,448,6812,448,448,barrier,29126994203.31,28842225498.29,0.009777000000000001,0.002,100000.0,1.0,40000000.0,0.2,1000000.0,141,672,5,2.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,80.0,0.31704408427747743,12.125648868358123,611.984375,0.6215388774871826,4.400717973709106,5.575022220611572,82.74784016609192,2.9125757217407227
elec_s_1000_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_angles,9415,4055,26642,0.05,6909,3739,23701,3797,258,258,3481,258,258,dual simplex,14682606848.93,14537064050.14,0.009913,0.0001,700000.0,1.0,40000000.0,1.0,1000000.0,75,386,5,2.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,45.0,0.34246276101939016,9.050578839391799,523.5976559999999,0.7491757869720459,2.8418354988098145,3.5310521125793457,9.278854608535768,1.4621930122375488
elec_s_1000_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_angles,15159,6794,42345,0.08,11019,6334,37656,6400,394,394,5940,394,394,barrier,20977133330.15,20808929806.41,0.008017999999999999,0.005,50000.0,1.0,40000000.0,1.0,1000000.0,123,591,5,2.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,63.0,0.2458108438136584,11.06132228324914,607.1835940000001,0.5583677291870117,3.5896098613739014,3.9927551746368413,55.70451068878174,2.3923611640930176
elec_s_1000_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_angles,11634,5152,32725,0.05,8231,4500,28575,4838,314,314,4186,314,314,barrier,18295722409.02,18151030743.23,0.007908,0.0001,40000.0,1.0,40000000.0,0.4,1000000.0,92,471,5,2.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,26.0,0.15537920702327396,6.4736988300051985,509.429688,0.6836121082305908,3.182095050811768,3.8008956909179688,5.366897106170653,1.7562968730926514
elec_s_1000_t5_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_angles,15377,8300,39735,0.09,9529,7632,32995,8030,270,270,7362,270,270,barrier,31334350134.11,31178838056.72,0.004963,0.007,400000.0,1.0,40000000.0,0.02,1000000.0,185,540,5,1.0,angles,0.005,4,21600,DE-NL-LU,40.0,62.0,0.11519313285803556,6.208998186001267,579.7382809999999,0.8056364059448242,3.118565082550049,5.178569555282593,27.89466762542725,2.5530028343200684
elec_s_1000_t5_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_angles,15892,7927,41008,0.07,9706,6923,33585,7621,306,306,6617,306,306,barrier,32106046076.66,31945892361.05,0.004988,0.0003,80000.0,1.0,40000000.0,0.9,1000000.0,184,612,5,1.0,angles,0.005,4,21600,FR-BE,40.0,89.0,0.19891241460748726,11.032455602773153,839.46875,0.7150421142578125,3.757710695266724,5.146117925643921,5320.226251602173,1.9898765087127688
elec_s_1000_t5_rES-PT_Co2L-1H_c1_g0.005_pGTEP_angles,9547,4641,24747,0.05,5906,4195,20536,4463,178,178,4017,178,178,barrier,16279834588.39,16218474572.43,0.003769,0.0005,100000.0,1.0,40000000.0,1.0,1000000.0,95,356,5,1.0,angles,0.005,4,21600,ES-PT,40.0,22.0,0.05587605311077226,3.2717787405025103,513.2695309999999,0.7546322345733643,2.0129051208496094,3.8537232875823975,6.650019884109497,1.918630123138428
elec_s_1000_t5_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_angles,9162,4740,22973,0.03,5595,4338,18910,4589,151,151,4187,151,151,barrier,17341881197.32,17295700093.98,0.002663,0.0004,200000.0,1.0,40000000.0,1.0,1000000.0,105,302,5,1.0,angles,0.005,4,21600,GB-IE,40.0,6.0,0.026281903964543326,0.6942552582535771,435.699219,0.7243459224700928,1.700868844985962,3.227911949157715,2.9890427589416504,2.0038363933563232
elec_s_1000_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_angles,12647,6798,32426,0.06,7492,5888,26248,6574,224,224,5664,224,224,barrier,29960082208.3,29810577670.11,0.00499,0.002,100000.0,1.0,40000000.0,0.2,1000000.0,141,448,5,1.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,51.0,0.19517068858935482,7.464486349346167,606.4140620000001,0.6544573307037354,2.2818474769592285,4.653914928436278,368.7571294307709,2.294920921325684
elec_s_1000_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_angles,6727,3287,17426,0.05,4221,2971,14535,3157,130,130,2841,130,130,barrier,14822820771.17,14759556340.11,0.004268,0.0001,500000.0,1.0,40000000.0,1.0,1000000.0,75,258,5,1.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,21.0,0.16532460164462323,4.369185533696571,494.710938,0.7176001071929932,1.3830969333648682,3.1672458648681636,8.860769987106321,1.5838632583618164
elec_s_1000_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_angles,11022,5612,28161,0.06,6862,5132,23412,5415,197,197,4935,197,197,barrier,21141106028.56,21036086399.72,0.004968,0.005,50000.0,1.0,40000000.0,1.0,1000000.0,123,394,5,1.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,44.0,0.16175959798882972,7.279072875725772,601.0390620000001,0.6604573726654053,2.1945223808288574,3.8470962047576895,322.10092329978943,2.3206799030303955
elec_s_1000_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_angles,8337,4210,21421,0.03,4918,3529,17219,4053,157,157,3372,157,157,barrier,18474631526.03,18392406569.79,0.004451,0.0001,40000.0,1.0,40000000.0,0.4,1000000.0,92,314,5,1.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,22.0,0.13354900606467154,5.564168210613413,438.613281,0.5539445877075195,1.433326005935669,2.520066261291504,2.542185068130493,1.1893904209136963
